"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度"
"102","1735","清水寺","経堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19660611","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99504000000000","135.78400000000000"
"102","1734","清水寺","三重塔","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19660611","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99505000000000","135.78380000000000"
"102","1733","清水寺","西門","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19080423","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99512000000000","135.78360000000000"
"102","1739","清水寺","本坊北総門","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19660611","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99520000000000","135.78430000000000"
"102","1732","清水寺","鐘楼","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19080423","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99534000000000","135.78360000000000"
"102","1730","清水寺","仁王門","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19660611","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99543000000000","135.78330000000000"
"102","1731","清水寺","馬駐","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19520329","","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99563000000000","135.78310000000000"
"102","1729","清水寺本堂","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","江戸前期","18971228","19521122","京都府","京都府京都市東山区清水一丁目","","清水寺","","34.99482230000000","135.78491549000000"
"102","1982","金輪寺五重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19570219","","京都府","京都府亀岡市宮前町","","金輪寺","","35.03615000000000","135.47050000000000"
"102","1986","久世神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19060414","","京都府","京都府城陽市久世芝ヶ原","","久世神社","","34.85971000000000","135.78010000000000"
"102","2059","九手神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町後期","19210430","","京都府","京都府船井郡京丹波町豊田","","九手神社","","35.17802000000000","135.39730000000000"
"102","2053","九品寺大門","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","鎌倉後期","19040218","","京都府","京都府南丹市園部町船阪","","九品寺","","35.10134000000000","135.44170000000000"
"102","1783","建仁寺勅使門（矢の根門）","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","鎌倉後期","19020731","","京都府","京都府京都市東山区大和大路通四条下る四丁目小松町","","建仁寺","","34.99910307000000","135.77336362000000"
"102","1782","建仁寺方丈","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","18990405","","京都府","京都府京都市東山区大和大路通四条下る四丁目小松町","","建仁寺","","35.00105882000000","135.77372937000000"
"102","1850","高山寺石水院（五所堂）","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","鎌倉前期","18981228","19530331","京都府","京都府京都市右京区梅ヶ畑栂尾町","","高山寺","","35.06013000000000","135.67850000000000"
"102","1852","高山寺如法経塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19550202","","京都府","京都府京都市右京区梅ヶ畑栂尾町","","高山寺","","35.06143000000000","135.67850000000000"
"102","1851","高山寺宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19550202","","京都府","京都府京都市右京区梅ヶ畑栂尾町","","高山寺","","35.06143000000000","135.67850000000000"
"102","1786","高台寺表門","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19070828","","京都府","京都府京都市東山区下河原通八坂鳥居前下る下河原町","","高台寺","","35.00052521000000","135.78064892000000"
"102","1784","高台寺開山堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19000407","","京都府","京都府京都市東山区下河原通八坂鳥居前下る下河原町","","高台寺","","35.00097600000000","135.78167952000000"
"102","1788","高台寺傘亭（安閑窟）及び時雨亭","時雨亭","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸前期","19360420","","京都府","京都府京都市東山区下河原通八坂鳥居前下る下河原町","","高台寺","","35.00056561000000","135.78264528000000"
"102","1787","高台寺傘亭（安閑窟）及び時雨亭","傘亭","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","19360420","","京都府","京都府京都市東山区下河原通八坂鳥居前下る下河原町","","高台寺","","35.00066932000000","135.78265388000000"
"102","1789","高台寺観月台","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","19530829","","京都府","京都府京都市東山区下河原通八坂鳥居前下る下河原町","","高台寺","","35.00092304000000","135.78151668000000"
"102","1785","高台寺霊屋","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19000407","","京都府","京都府京都市東山区下河原通八坂鳥居前下る下河原町","","高台寺","","35.00092971000000","135.78215396000000"
"102","1894","衡梅院本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19670615","","京都府","京都府京都市右京区花園妙心寺町","","衡梅院","","35.02207000000000","135.72070000000000"
"102","1938","光明寺二王門","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","鎌倉前期","19040218","19540320","京都府","京都府綾部市睦寄町","","光明寺","","35.38741000000000","135.44210000000000"
"102","1868","広隆寺桂宮院本堂","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","鎌倉前期","19000407","19530331","京都府","京都府京都市右京区太秦蜂岡町","","広隆寺","","35.01502000000000","135.70540000000000"
"102","1869","広隆寺講堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","平安後期","19010327","","京都府","京都府京都市右京区太秦蜂岡町","","広隆寺","","35.01509000000000","135.70630000000000"
"102","1607","興臨院表門","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19620621","","京都府","京都府京都市北区紫野大徳寺町","","興臨院","","35.04420000000000","135.74290000000000"
"102","1606","興臨院本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19620621","","京都府","京都府京都市北区紫野大徳寺町","","興臨院","","35.04420000000000","135.74290000000000"
"102","1923","御香宮神社表門","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19060414","","京都府","京都府京都市伏見区御香宮門前町","","御香宮神社","","34.93406000000000","135.76740000000000"
"102","1924","御香宮神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19850518","","京都府","京都府京都市伏見区御香宮門前町","","御香宮神社","","34.93475000000000","135.76740000000000"
"102","1950","許波多神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町後期","19060414","","京都府","京都府宇治市五ヶ庄古川","","許波多神社","","34.91708000000000","135.79400000000000"
"102","3839","小林家住宅（京都府相楽郡山城町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","20031225","","京都府","京都府木津川市山城町大字上狛小字東林1番地1","","","","34.75463000000000","135.81880000000000"
"102","2050","小林家住宅（京都府北桑田郡美山町）","主屋","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19750623","","京都府","京都府南丹市美山町大字下平屋小字寅石4番地ノ1","","","","35.27010000000000","135.56840000000000"
"102","2051","小林家住宅（京都府北桑田郡美山町）","小屋","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19750623","","京都府","京都府南丹市美山町大字下平屋小字寅石4番地ノ1","","","","35.27010000000000","135.56840000000000"
"102","2052","小林家住宅（京都府北桑田郡美山町）","土蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸末期","19750623","","京都府","京都府南丹市美山町大字下平屋小字寅石4番地ノ1","","","","35.27010000000000","135.56840000000000"
"102","1586","孤篷庵本堂（方丈）、書院及び忘筌","本堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸後期","19030415","","京都府","京都府京都市北区紫野大徳寺町","","孤篷庵","","35.04306000000000","135.73990000000000"
"102","1588","孤篷庵本堂（方丈）、書院及び忘筌","忘筌","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸後期","19030415","","京都府","京都府京都市北区紫野大徳寺町","","孤篷庵","","35.04310000000000","135.73980000000000"
"102","1587","孤篷庵本堂（方丈）、書院及び忘筌","書院","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸後期","19030415","","京都府","京都府京都市北区紫野大徳寺町","","孤篷庵","","35.04317000000000","135.73970000000000"
"102","2038","御靈神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19210430","","京都府","京都府木津川市加茂町大字兎並","","御靈神社","","34.74120000000000","135.82630000000000"
"102","2041","五輪塔","（１）","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19560628","","京都府","京都府木津川市加茂町大字西小長尾共同墓地","","加茂町","","34.71220000000000","135.86990000000000"
"102","2042","五輪塔","（２）","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19560628","","京都府","京都府木津川市加茂町大字西小長尾共同墓地","","加茂町","","34.71220000000000","135.86990000000000"
"102","2029","五輪塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19570219","","京都府","京都府木津川市木津町大字木津小字南垣外","","木津町","","34.73622000000000","135.81770000000000"
"102","1692","金戒光明寺三重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19770627","","京都府","京都府京都市左京区黒谷町","","金戒光明寺","","35.01888000000000","135.78970000000000"
"102","1936","金剛院塔婆（三重塔）","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19170405","","京都府","京都府舞鶴市大字鹿原","","金剛院","","35.47665000000000","135.44680000000000"
"102","2044","金胎寺多宝塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","鎌倉後期","18990405","","京都府","京都府相楽郡和束町大字原山","","金胎寺","","34.83010000000000","135.90890000000000"
"102","2045","金胎寺宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19521122","","京都府","京都府相楽郡和束町大字原山","","金胎寺","","34.83047000000000","135.90850000000000"
"102","1642","金地院茶室","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸前期","19360420","","京都府","京都府京都市左京区南禅寺福地町","","金地院","","35.01052000000000","135.79070000000000"
"102","1641","金地院本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19000407","","京都府","京都府京都市左京区南禅寺福地町","","金地院","","35.01026000000000","135.79040000000000"
"102","1687","西翁院茶室","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸中期","19410508","","京都府","京都府京都市左京区黒谷町","","西翁院","","35.01921000000000","135.78650000000000"
"102","1933","西芳寺湘南亭","待合及廊下","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","19070828","","京都府","京都府京都市西京区松尾神ケ谷町","","西芳寺","","34.99187000000000","135.68430000000000"
"102","1932","西芳寺湘南亭","本家","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","19070828","","京都府","京都府京都市西京区松尾神ケ谷町","","西芳寺","","34.99191000000000","135.68430000000000"
"102","2016","佐牙神社本殿","（１）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19230328","","京都府","京都府京田辺市宮津","","佐牙神社","","34.82130000000000","135.76060000000000"
"102","2017","佐牙神社本殿","（２）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19230328","","京都府","京都府京田辺市宮津","","佐牙神社","","34.82130000000000","135.76060000000000"
"102","2028","相樂神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19110417","","京都府","京都府木津川市木津町大字相楽","","相樂神社","","34.73663000000000","135.80000000000000"
"102","2023","雙栗神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町後期","19070828","","京都府","京都府久世郡久御山町大字佐山","","雙栗神社","","34.87626000000000","135.75750000000000"
"102","2018","澤井家住宅（京都府綴喜郡田辺町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","19750623","","京都府","京都府京田辺市大住岡村55番地","","","","34.83669000000000","135.75040000000000"
"102","1755","三聖寺愛染堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町前期","18981228","","京都府","京都府京都市東山区本町十五丁目","","東福寺","","34.97786126000000","135.77332836000000"
"102","1914","三宝院唐門","","国宝・重要文化財(建造物)","国宝","近世以前／住宅","","桃山","18981228","19540320","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95175000000000","135.81910000000000"
"102","1909","三宝院殿堂","表書院","国宝・重要文化財(建造物)","国宝","近世以前／住宅","","桃山","18971228","19540320","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95209000000000","135.81940000000000"
"102","1913","三宝院殿堂","護摩堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","18971228","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95204000000000","135.82010000000000"
"102","1911","三宝院殿堂","庫裏","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","18971228","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95249000000000","135.81940000000000"
"102","1912","三宝院殿堂","純浄観","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","18971228","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95203000000000","135.81970000000000"
"102","1907","三宝院殿堂","玄関","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","18971228","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95215000000000","135.81890000000000"
"102","1908","三宝院殿堂","勅使の間、秋草の間及び葵の間","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","18971228","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95221000000000","135.81910000000000"
"102","1910","三宝院殿堂","宸殿","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","18971228","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.95230000000000","135.81960000000000"
"102","1915","三宝院宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19560628","","京都府","京都府京都市伏見区醍醐東大路町","","三宝院","醍醐寺","34.94843000000000","135.82300000000000"
"102","1810","地主神社","拝殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19660611","","京都府","京都府京都市東山区清水一丁目","","地主神社","","34.99506990000000","135.78499527000000"
"102","1811","地主神社","総門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19660611","","京都府","京都府京都市東山区清水一丁目","","地主神社","","34.99509805000000","135.78482034000000"
"102","1809","地主神社","本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19660611","","京都府","京都府京都市東山区清水一丁目","","地主神社","","34.99521467000000","135.78496913000000"
"102","1644","慈照寺銀閣","","国宝・重要文化財(建造物)","国宝","近世以前／住宅","","室町中期","19000407","19510609","京都府","京都府京都市左京区銀閣寺町","","慈照寺","","35.02653000000000","135.79800000000000"
"102","1645","慈照寺東求堂","","国宝・重要文化財(建造物)","国宝","近世以前／住宅","","室町後期","19030415","19510609","京都府","京都府京都市左京区銀閣寺町","","慈照寺","","35.02688000000000","135.79840000000000"
"102","1935","島田神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町後期","19870603","","京都府","京都府福知山市字畑中","","島田神社","","35.28159000000000","135.04680000000000"
"102","2013","酬恩庵","鐘楼","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19710622","","京都府","京都府京田辺市薪","","酬恩庵","","34.82063000000000","135.75750000000000"
"102","2012","酬恩庵","浴室","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19710622","","京都府","京都府京田辺市薪","","酬恩庵","","34.82075000000000","135.75800000000000"
"102","2011","酬恩庵","東司","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19710622","","京都府","京都府京田辺市薪","","酬恩庵","","34.82091000000000","135.75740000000000"
"102","2009","酬恩庵","方丈及び玄関 （玄関）","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19710622","","京都府","京都府京田辺市薪","","酬恩庵","","34.82092000000000","135.75760000000000"
"102","2010","酬恩庵","庫裏","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19710622","","京都府","京都府京田辺市薪","","酬恩庵","","34.82102000000000","135.75740000000000"
"102","2008","酬恩庵","方丈及び玄関 （方丈）","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19710622","","京都府","京都府京田辺市薪","","酬恩庵","","34.82107000000000","135.75760000000000"
"102","2007","酬恩庵本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19110417","","京都府","京都府京田辺市薪","","酬恩庵","","34.82070000000000","135.75700000000000"
"102","2039","十三重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19370729","","京都府","京都府木津川市加茂町大字辻小字三田第25番地の1","","千日墓地管理組合","","34.72901000000000","135.87960000000000"
"102","1975","十八神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町後期","19230328","","京都府","京都府宇治市菟道奥ノ池","","十八神社","","34.90073000000000","135.81900000000000"
"102","1610","聚光院茶室","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸中期","19410508","","京都府","京都府京都市北区紫野大徳寺町","","聚光院","","35.04412000000000","135.74520000000000"
"102","1611","聚光院本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19740521","","京都府","京都府京都市北区紫野大徳寺町","","聚光院","","35.04400000000000","135.74510000000000"
"102","1690","聖護院書院","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸中期","19570618","","京都府","京都府京都市左京区聖護院中町","","聖護院","","35.01921000000000","135.78080000000000"
"102","1621","相国寺本堂（法堂）附玄関廊","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19100829","","京都府","京都府京都市上京区今出川通烏丸東入相国寺門前町","","相国寺","","35.03255000000000","135.76190000000000"
"102","1889","常寂光寺塔婆（多宝塔）","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19150326","","京都府","京都府京都市右京区嵯峨小倉山町","","常寂光寺","","35.01952000000000","135.66810000000000"
"102","00005046","松殿山荘","本館","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005047","松殿山荘","北蔵","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","大正","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005048","松殿山荘","南蔵","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","大正","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005049","松殿山荘","蓮斎","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005050","松殿山荘","撫松庵","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","大正","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005051","松殿山荘","春秋亭","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005052","松殿山荘","檆松庵","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005053","松殿山荘","聖賢堂","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","大正","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005054","松殿山荘","仙霊学舎","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005055","松殿山荘","修礼講堂及び事務所","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005056","松殿山荘","宝庫","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","00005057","松殿山荘","大門","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","昭和","20171128","","京都府","京都府宇治市木幡南山18番地","","公益財団法人松殿山荘茶道会","","34.92188000000000","135.80220000000000"
"102","1589","正傳寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19040218","","京都府","京都府京都市北区西賀茂鎮守庵町","","正傳寺","","35.06236000000000","135.73690000000000"
"102","1976","浄土院養林庵書院","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","桃山","19270425","","京都府","京都府宇治市宇治蓮華","","浄土院","","34.88980000000000","135.80510000000000"
"102","2005","正法寺","大方丈","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19840521","","京都府","京都府八幡市八幡清水井","","正法寺","","34.87010717000000","135.70102558000000"
"102","2006","正法寺","唐門","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19840521","","京都府","京都府八幡市八幡清水井","","正法寺","","34.87021795000000","135.70136797000000"
"102","2004","正法寺","本堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19840521","","京都府","京都府八幡市八幡清水井","","正法寺","","34.87025823000000","135.70104908000000"
"102","1689","勝林院宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19560628","","京都府","京都府京都市左京区大原勝林院町","","勝林院","","35.12131000000000","135.83480000000000"
"102","2031","浄瑠璃寺三重塔（九体寺三重塔）","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","平安後期","18971228","19520329","京都府","京都府木津川市加茂町西小","","浄瑠璃寺","","34.71562000000000","135.87350000000000"
"102","2030","浄瑠璃寺本堂（九体寺本堂）","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","平安後期","18971228","19520329","京都府","京都府木津川市加茂町西小","","浄瑠璃寺","","34.71563000000000","135.87270000000000"
"102","1872","神護寺大師堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19020417","","京都府","京都府京都市右京区梅ヶ畑高雄町","","神護寺","","35.05401000000000","135.66950000000000"
"102","1549","眞珠庵庫裏","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19620621","","京都府","京都府京都市北区紫野大徳寺町","","眞珠庵","","35.04435000000000","135.74620000000000"
"102","1547","眞珠庵通仙院","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸前期","19000407","","京都府","京都府京都市北区紫野大徳寺町","","眞珠庵","","35.04454000000000","135.74650000000000"
"102","1548","眞珠庵本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19000407","","京都府","京都府京都市北区紫野大徳寺町","","眞珠庵","","35.04433000000000","135.74650000000000"
"102","00005095","真宗本廟東本願寺","御影堂門","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","明治","20190930","","京都府","京都府京都市下京区烏丸通七条上る常葉町","","宗教法人
真宗大谷派","","34.98759000000000","135.75540000000000"
"102","00005096","真宗本廟東本願寺","阿弥陀堂門","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","明治","20190930","","京都府","京都府京都市下京区烏丸通七条上る常葉町","","宗教法人
真宗大谷派","","34.98759000000000","135.75540000000000"
"102","00005097","真宗本廟東本願寺","鐘楼","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","明治","20190930","","京都府","京都府京都市下京区烏丸通七条上る常葉町","","宗教法人
真宗大谷派","","34.98759000000000","135.75540000000000"
"102","00005098","真宗本廟東本願寺","手水屋形","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","明治","20190930","","京都府","京都府京都市下京区烏丸通七条上る常葉町","","宗教法人
真宗大谷派","","34.98759000000000","135.75540000000000"
"102","00005093","真宗本廟東本願寺","御影堂","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","明治","20190930","","京都府","京都府京都市下京区烏丸通七条上る常葉町","","宗教法人
真宗大谷派","","34.98759000000000","135.75540000000000"
"102","00005094","真宗本廟東本願寺","阿弥陀堂","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","明治","20190930","","京都府","京都府京都市下京区烏丸通七条上る常葉町","","宗教法人
真宗大谷派","","34.98759000000000","135.75540000000000"
"102","1693","眞正極樂寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸中期","19860524","","京都府","京都府京都市左京区浄土寺真如町","","眞正極樂寺","","35.02130000000000","135.78960000000000"
"102","2047","新殿神社十三重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","室町後期","19250424","","京都府","京都府相楽郡精華町大字山田","","新殿神社","","34.73982000000000","135.79100000000000"
"102","2025","神童寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町中期","19230328","","京都府","京都府木津川市山城町大字神童子","","神童寺","","34.76579000000000","135.83220000000000"
"102","1609","瑞峯院表門","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19620621","","京都府","京都府京都市北区紫野大徳寺町","","瑞峯院","","35.04209000000000","135.74530000000000"
"102","1608","瑞峯院本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19620621","","京都府","京都府京都市北区紫野大徳寺町","","瑞峯院","","35.04209000000000","135.74530000000000"
"102","00004431","杉本家住宅","主屋","国宝・重要文化財(建造物)","重要文化財","近代／住居","","大正","20100629","","京都府","京都府京都市下京区綾小路通新町西入矢田町116番","","公益財団法人奈良屋記念杉本家保存会","","35.00263000000000","135.75580000000000"
"102","00004432","杉本家住宅","大蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20100629","","京都府","京都府京都市下京区綾小路通新町西入矢田町116番","","公益財団法人奈良屋記念杉本家保存会","","35.00271000000000","135.75560000000000"
"102","00004434","杉本家住宅","中蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","江戸後期","20100629","","京都府","京都府京都市下京区綾小路通新町西入矢田町116番","","公益財団法人奈良屋記念杉本家保存会","","35.00278000000000","135.75570000000000"
"102","00004433","杉本家住宅","隅蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","江戸後期","20100629","","京都府","京都府京都市下京区綾小路通新町西入矢田町116番","","公益財団法人奈良屋記念杉本家保存会","","35.00279000000000","135.75560000000000"
