"台帳ID","管理対象ID","名称","棟名","文化財種類","種別1","種別2","国","時代","重文指定年月日","国宝指定年月日","都道府県","所在地","保管施設の名称","所有者名","管理団体又は責任者","緯度","経度"
"102","1985","愛宕神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","鎌倉後期","19770128","","京都府","京都府亀岡市千歳町国分","","愛宕神社","","35.04093000000000","135.58700000000000"
"102","1988","荒見神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19060414","","京都府","京都府城陽市富野荒見田","","荒見神社","","34.84096000000000","135.78400000000000"
"102","1808","安養寺宝塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19600209","","京都府","京都府京都市東山区八坂鳥居前東入円山町","","安養寺","","35.00375699000000","135.78426013000000"
"102","1927","安楽寿院五輪塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19550202","","京都府","京都府京都市伏見区竹田内畑町","","安楽寿院","","34.95329000000000","135.75380000000000"
"102","1891","為因寺宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉前期","19550202","","京都府","京都府京都市右京区梅ヶ畑奥殿町","","為因寺","","35.04725000000000","135.68130000000000"
"102","2000","伊佐家住宅（京都府八幡市上津屋）","長蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸末期","19801218","","京都府","京都府八幡市上津屋浜垣内65番地","","","","34.86473000000000","135.74650000000000"
"102","1999","伊佐家住宅（京都府八幡市上津屋）","主屋","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","19750623","","京都府","京都府八幡市上津屋浜垣内65番地","","","","34.86489000000000","135.74660000000000"
"102","2001","伊佐家住宅（京都府八幡市上津屋）","内蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","19801218","","京都府","京都府八幡市上津屋浜垣内65番地","","","","34.86499000000000","135.74660000000000"
"102","2003","伊佐家住宅（京都府八幡市上津屋）","乾蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸末期","19801218","","京都府","京都府八幡市上津屋浜垣内65番地","","","","34.86508000000000","135.74640000000000"
"102","2002","伊佐家住宅（京都府八幡市上津屋）","東蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","19801218","","京都府","京都府八幡市上津屋浜垣内65番地","","","","34.86509000000000","135.74660000000000"
"102","2049","石田家住宅（京都府北桑田郡美山町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸前期","19720515","","京都府","京都府南丹市美山町大字樫原字中岡9番地","","","南丹市","35.27502000000000","135.47520000000000"
"102","1940","石田神社境内社恵比須神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","鎌倉後期","19870603","","京都府","京都府綾部市安国寺町宮ノ腰","","石田神社","","35.34027000000000","135.31130000000000"
"102","1979","出雲大神宮本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19060414","","京都府","京都府亀岡市千歳町","","出雲大神宮","","35.05943000000000","135.57840000000000"
"102","00004322","石清水八幡宮","西総門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.87964000000000","135.69970000000000"
"102","00004321","石清水八幡宮","東総門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.87975000000000","135.70040000000000"
"102","00004319","石清水八幡宮","摂社水若宮社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.87990000000000","135.70040000000000"
"102","00004320","石清水八幡宮","摂社住吉社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.87994000000000","135.69980000000000"
"102","00004323","石清水八幡宮","北総門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.87999000000000","135.70000000000000"
"102","00004318","石清水八幡宮","摂社若宮殿社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.88000000000000","135.70030000000000"
"102","00004289","石清水八幡宮","摂社若宮社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.88002000000000","135.70020000000000"
"102","00004324","石清水八幡宮","摂社狩尾社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","20081202","","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.88181000000000","135.68950000000000"
"102","1998","石清水八幡宮五輪塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19570219","","京都府","京都府八幡市八幡","","石清水八幡宮","","34.88278000000000","135.70100000000000"
"102","1996","石清水八幡宮本社","廻廊　（楼門西門間）","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡、同橋本狩尾","","石清水八幡宮","","34.87949000000000","135.69980000000000"
"102","1992","石清水八幡宮本社","楼門","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87949000000000","135.70000000000000"
"102","1995","石清水八幡宮本社","廻廊　（楼門東門間）","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87949000000000","135.70020000000000"
"102","1991","石清水八幡宮本社","幣殿及び舞殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87959000000000","135.70000000000000"
"102","1994","石清水八幡宮本社","西門","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87965000000000","135.69980000000000"
"102","1993","石清水八幡宮本社","東門","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87968000000000","135.70020000000000"
"102","1990","石清水八幡宮本社","本殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87974000000000","135.70000000000000"
"102","1997","石清水八幡宮本社","廻廊　（背面）","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","18971228","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.87984000000000","135.70000000000000"
"102","00004829","石清水八幡宮本社","瑞籬","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","19670615","20160209","京都府","京都府八幡市八幡高坊","","宗教法人石清水八幡宮","","34.88004000000000","135.70060000000000"
"102","00004828","石清水八幡宮本社","摂社武内社本殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸前期","19670615","20160209","京都府","京都府八幡市八幡高坊","","石清水八幡宮","","34.88004194000000","135.70066389000000"
"102","1622","引接寺塔婆","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","室町前期","19521122","","京都府","京都府京都市上京区千本通盧山寺上る閻魔前町","","引接寺","","35.03526000000000","135.74030000000000"
"102","1977","浮島十三重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","鎌倉後期","19530331","","京都府","京都府宇治市塔ノ川","","放生院","","34.88830000000000","135.81010000000000"
"102","1948","宇治上神社摂社春日神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","鎌倉後期","19120208","","京都府","京都府宇治市宇治山田","","宇治上神社","","34.89200000000000","135.81150000000000"
"102","1947","宇治上神社拝殿","","国宝・重要文化財(建造物)","国宝","近世以前／神社","","鎌倉前期","19020731","19521122","京都府","京都府宇治市宇治山田","","宇治上神社","","34.89197000000000","135.81130000000000"
"102","1946","宇治上神社本殿","","国宝・重要文化財(建造物)","国宝","近世以前／神社","","平安後期","19020417","19520329","京都府","京都府宇治市宇治山田","","宇治上神社","","34.89207000000000","135.81140000000000"
"102","1949","宇治神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","鎌倉後期","19020731","","京都府","京都府宇治市宇治山田","","宇治神社","","34.89107000000000","135.81070000000000"
"102","00003895","梅小路機関車庫","","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","大正","20041210","","京都府","京都府京都市下京区歓喜寺町3番地","","西日本旅客鉄道株式会社","","34.98696000000000","135.74280000000000"
"102","1981","梅田神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19410703","","京都府","京都府亀岡市旭町","","梅田神社","","35.08495000000000","135.55670000000000"
"102","1625","裏千家住宅（京都府京都市上京区小川通寺之内上る本法寺前町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸末期","19760520","","京都府","京都府京都市上京区小川通寺之内上る本法寺前町613番地","","一般財団法人今日庵","","35.03462000000000","135.75360000000000"
"102","1812","雲竜院本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19660611","","京都府","京都府京都市東山区泉涌寺山内町","","雲竜院","","34.97717000000000","135.78000000000000"
"102","1832","燕庵","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸末期","19760520","","京都府","京都府京都市下京区西洞院通正面下る鍛冶屋町430番地","","財団法人薮内燕庵","","34.99096000000000","135.75480000000000"
"102","2062","縁城寺宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","室町前期","19550202","","京都府","京都府京丹後市峰山町字橋木","","縁城寺","","35.65927000000000","135.06880000000000"
"102","1983","延福寺十三重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","室町前期","19570219","","京都府","京都府亀岡市本梅町","","延福寺","","35.00849000000000","135.47970000000000"
"102","1637","往生極楽院阿弥陀堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","平安後期","18971228","","京都府","京都府京都市左京区大原来迎院町","","三千院","","35.11938000000000","135.83470000000000"
"102","1598","黄梅院","本堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19220413","","京都府","京都府京都市北区紫野大徳寺町","","黄梅院","","35.04174000000000","135.74610000000000"
"102","1599","黄梅院","庫裏","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19760520","","京都府","京都府京都市北区紫野大徳寺町","","黄梅院","","35.04176000000000","135.74600000000000"
"102","2056","大山祗神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町中期","19580514","","京都府","京都府南丹市園部町大河内","","大山祇神社","","35.05464000000000","135.40630000000000"
"102","1939","旧岡花家住宅（旧所在　京都府船井郡瑞穂町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","19720515","","京都府","京都府綾部市本宮町1番地1","","宗教法人大本","","35.29544000000000","135.26150000000000"
"102","1723","小川家住宅（京都府京都市中京区大宮通御池下る）","主屋","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19440905","","京都府","京都府京都市中京区大宮通御池下る三坊大宮町137番地","","","","35.01028000000000","135.74870000000000"
"102","1725","小川家住宅（京都府京都市中京区大宮通御池下る）","西土蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19440905","","京都府","京都府京都市中京区大宮通御池下る三坊大宮町137番地","","","","35.01029000000000","135.74830000000000"
"102","1724","小川家住宅（京都府京都市中京区大宮通御池下る）","北土蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19440905","","京都府","京都府京都市中京区大宮通御池下る三坊大宮町137番地","","","","35.01046000000000","135.74840000000000"
"102","1849","愛宕念仏寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","鎌倉後期","18971228","","京都府","京都府京都市右京区嵯峨鳥居本深谷町","","愛宕念仏寺","","35.03135000000000","135.66100000000000"
"102","1624","表千家祖堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸後期","19760520","","京都府","京都府京都市上京区小川通寺之内上る本法寺前町597番地","","財団法人不審庵","","35.03406000000000","135.75380000000000"
"102","2032","海住山寺五重塔","","国宝・重要文化財(建造物)","国宝","近世以前／寺院","","鎌倉前期","18981228","19520329","京都府","京都府木津川市加茂町大字例幣","","海住山寺","","34.77663000000000","135.86200000000000"
"102","2033","海住山寺文殊堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","鎌倉前期","19010327","","京都府","京都府木津川市加茂町大字例幣","","海住山寺","","34.77663000000000","135.86200000000000"
"102","1892","覚勝院宝篋印塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","室町前期","19600209","","京都府","京都府京都市右京区嵯峨大覚寺門前登り町","","覚勝院","","35.02435000000000","135.67460000000000"
"102","2043","笠置寺十三重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／その他","","室町前期","19570219","","京都府","京都府相楽郡笠置町大字笠置","","笠置寺","","34.75411000000000","135.94270000000000"
"102","2048","春日神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19370729","","京都府","京都府相楽郡精華町大字菱田","","春日神社","","34.78165833000000","135.79368611000000"
"102","2055","春日神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","室町前期","19210430","","京都府","京都府船井郡園部町高屋","","春日神社","","35.12424444000000","135.50010000000000"
"102","1646","賀茂御祖神社","東本殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸末期","19010802","19530331","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03916000000000","135.77300000000000"
"102","1647","賀茂御祖神社","西本殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸末期","19010802","19530331","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03917000000000","135.77290000000000"
"102","1669","賀茂御祖神社","楼門東西廻廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03850000000000","135.77310000000000"
"102","1668","賀茂御祖神社","楼門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03852000000000","135.77290000000000"
"102","1670","賀茂御祖神社","楼門東西廻廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03853000000000","135.77270000000000"
"102","1664","賀茂御祖神社","橋殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03863000000000","135.77320000000000"
"102","1671","賀茂御祖神社","摂社出雲井於神社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03866000000000","135.77240000000000"
"102","1665","賀茂御祖神社","細殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03870000000000","135.77340000000000"
"102","1662","賀茂御祖神社","舞殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03872000000000","135.77290000000000"
"102","1663","賀茂御祖神社","神服殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03873000000000","135.77270000000000"
"102","1666","賀茂御祖神社","供御所","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03879000000000","135.77240000000000"
"102","1658","賀茂御祖神社","中門東西廻廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03888000000000","135.77320000000000"
"102","1656","賀茂御祖神社","東西楽屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03889000000000","135.77300000000000"
"102","1659","賀茂御祖神社","中門東西廻廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03890000000000","135.77280000000000"
"102","1655","賀茂御祖神社","四脚中門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03890000000000","135.77290000000000"
"102","1657","賀茂御祖神社","東西楽屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03890000000000","135.77290000000000"
"102","1677","賀茂御祖神社","摂社三井神社東西廊下","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03891000000000","135.77260000000000"
"102","1678","賀茂御祖神社","摂社三井神社東西廊下","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03892000000000","135.77240000000000"
"102","1676","賀茂御祖神社","摂社三井神社棟門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03893000000000","135.77250000000000"
"102","1660","賀茂御祖神社","預り屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03893000000000","135.77270000000000"
"102","1661","賀茂御祖神社","西唐門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03899000000000","135.77260000000000"
"102","1675","賀茂御祖神社","摂社三井神社拝殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03900000000000","135.77250000000000"
"102","1650","賀茂御祖神社","東西廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03901000000000","135.77310000000000"
"102","1651","賀茂御祖神社","東西廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03903000000000","135.77280000000000"
"102","1649","賀茂御祖神社","幣殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03903000000000","135.77300000000000"
"102","1652","賀茂御祖神社","東西御料屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03903000000000","135.77320000000000"
"102","1653","賀茂御祖神社","東西御料屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03906000000000","135.77270000000000"
"102","1648","賀茂御祖神社","祝詞舎","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03909000000000","135.77300000000000"
"102","1667","賀茂御祖神社","大炊所","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03911000000000","135.77220000000000"
"102","1674","賀茂御祖神社","摂社三井神社本殿（３）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03911000000000","135.77260000000000"
"102","1672","賀茂御祖神社","摂社三井神社本殿（１）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03912000000000","135.77250000000000"
"102","1673","賀茂御祖神社","摂社三井神社本殿（２）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03912000000000","135.77250000000000"
"102","1654","賀茂御祖神社","叉蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市左京区下鴨泉川町","","賀茂御祖神社","","35.03922000000000","135.77270000000000"
"102","1551","賀茂別雷神社","権殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸末期","19010802","19530331","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06049000000000","135.75260000000000"
"102","1550","賀茂別雷神社","本殿","国宝・重要文化財(建造物)","国宝","近世以前／神社","","江戸末期","19010802","19530331","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06051000000000","135.75270000000000"
"102","1585","賀茂別雷神社","北神饌所（庁屋）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.05902000000000","135.75340000000000"
"102","1584","賀茂別雷神社","外幣殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.05912000000000","135.75270000000000"
"102","1583","賀茂別雷神社","楽屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.05956000000000","135.75260000000000"
"102","1582","賀茂別雷神社","土屋（到着殿）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.05972000000000","135.75280000000000"
"102","1581","賀茂別雷神社","舞殿（橋殿）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸末期","19030415","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.05985000000000","135.75270000000000"
"102","1580","賀茂別雷神社","拝殿（細殿）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19030415","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.05986000000000","135.75260000000000"
"102","1578","賀茂別雷神社","摂社片岡神社本殿及び拝殿（拝殿）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06006000000000","135.75290000000000"
"102","1574","賀茂別雷神社","廻廊（西）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06009000000000","135.75270000000000"
"102","1577","賀茂別雷神社","摂社片岡神社本殿及び拝殿（本殿）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19670615","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06009000000000","135.75300000000000"
"102","1572","賀茂別雷神社","楼門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06014000000000","135.75280000000000"
"102","1571","賀茂別雷神社","高倉殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06016000000000","135.75260000000000"
"102","1573","賀茂別雷神社","廻廊（東）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06017000000000","135.75290000000000"
"102","1568","賀茂別雷神社","幣殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06026000000000","135.75280000000000"
"102","1570","賀茂別雷神社","幣殿忌子殿取合廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06026000000000","135.75290000000000"
"102","1566","賀茂別雷神社","直会所","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06027000000000","135.75250000000000"
"102","1569","賀茂別雷神社","忌子殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06030000000000","135.75300000000000"
"102","1561","賀茂別雷神社","四脚中門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06032000000000","135.75270000000000"
"102","1562","賀茂別雷神社","御籍屋","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06036000000000","135.75280000000000"
"102","1567","賀茂別雷神社","楽所及び西御供所","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06037000000000","135.75250000000000"
"102","1556","賀茂別雷神社","渡廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06037000000000","135.75260000000000"
"102","1563","賀茂別雷神社","神宝庫","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06040000000000","135.75300000000000"
"102","1554","賀茂別雷神社","西渡廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06042000000000","135.75250000000000"
"102","1555","賀茂別雷神社","透廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06042000000000","135.75270000000000"
"102","1557","賀茂別雷神社","祝詞舎","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06043000000000","135.75280000000000"
"102","1552","賀茂別雷神社","本殿権殿取合廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸末期","19010802","","京都府","京都府京都市北区上賀茂本山町","","賀茂別雷神社","","35.06044000000000","135.75260000000000"
